"guageid"	"guage"	"ag_load"	"geo_load"	"sqkm"	"ec0_10.sqkm"	"ec10_25.sqkm"	"ec25_50.sqkm"	"ec50_75.sqkm"	"ec75_90.sqkm"	"ec90_100.sqkm"	"ec75_100F.sqkm"	"ec0_75F.sqkm"	"ec0_75N.sqkm"	"ec75_100N.sqkm"	"sprg.load"	"ec75q.pct"	"ec50q.pct"	"ec.ave"	"ec.max"	"ec.75q"	"kw.ave"	"kw.max"	"kw.75q"	"ec90q.pct"	"kw75q.pct"	"bg.ave"	"flen.ave"	"facc.ave"	"bgm75q.pct"	"bgm90q.pct"	"bgm75q30p.pct"	"ec75q_kw75q.pct"	"ec75q_facc75q.pct"	"ec75q_f500m.pct"	"ec75q_bgm75q30p.pct"	"ec75q_bgm75q.pct"	"ec75q_bgm75q_kw75q.pct"	"ec75q_bgm75q_facc75q.pct"	"ec75q_bgm75q_f500m.pct"	"ec90q_bgm90q40p_kw90q_facc90q_f500m.pct"	"ec75q_bgm75q30p_kw75q_facc75q_f500m.pct"	"ec75q_bgm75q_kw75q_facc75q_f500m.pct"	"ec50q_bgm75q30p_kw50q_facc50q_f1000m.pct"	"Brock.ave"	"sar.ave"	"rock.ave"	"fs.ave"	"awc.ave"	"elev.ave"	"ppt.ave"	"pptratio.ave"	"protind.ave"	"slp.ave"	"sness.ave"	"exc.ave"	"cwd.ave"	"mlt.ave"	"rch.ave"	"sitename"	"flow_cfs"	"drainarea_sqmi"	"mean_ds_tonyr"	"mean_sum_Dsparam"	"adj_mean_ds_tonyr"	"mean_ds_conc_mgL"	"yield_tonsqmi"	"detrend_status"	"upstrmFrac"
9010500	9010500	0	562.1675570938	139.2452	125.1981	11.7477	1.1709	0	0	0	0	0	0	0	0	0	0	0.297677609974477	1.19421124458313	0.337095320224762	0.148208272815769	0.262298583984375	0.160049334168434	0	0.000917805425249847	12.1458638777571	1016.82391424755	4116.46663302485	0.458489053841712	0.271786747406733	0.458838078440047	0	0	0	0	0	0	0	0	0	0	0	0	19.6180704085184	0.211924793060555	9.12748021723167	12.4490723629033	0.157135179047435	3215.52167173163	8476.54330683223	25661.5256328423	1659.3633261813	1784.58475182943	1264.49016078183	59923.4183314095	12406.4666835691	55369.1025328816	4747.60320374663	"COLORADO RIVER BELOW BAKER GULCH NR GRAND LAKE, CO"	87.85	"63"	3945	0.609	2404	28	"38"	"flow and dissolved-solids"	1.1976027645864
9022000	9022000	0	4.44725362018253	27.2482	26.6337	0.5319	0	0	0	0	0	0	0	0	0	0	0	0.35608074809095	0.750144004821777	0.409023813903332	0.139283320048255	0.229612067341805	0.15497263148427	0	0	12.085078187119	957.971773124834	4018.20961345932	0.51390917565197	0.233619101445233	0.51390917565197	0	0	0	0	0	0	0	0	0	0	0	0	19.0739747500516	0.260472854574673	12.6788172027081	12.190585108815	0.169155559885142	3417.42700230902	9688.33183936052	28277.2545931179	1778.44412560384	1984.4989279798	-1482.12354054698	64111.9507305712	6270.1397546072	58825.6010150763	10556.7062849923	"FRASER RIVER AT UPPER STA, NEAR WINTER PARK, CO."	14.48	"10"	1292	0.542	700	49	"67"	"flow and dissolved-solids"	1
9024000	9024000	0	6.25221599950054	71.5522	67.9671	3.4389	0	0	0	0	0	0	0	0	0	0	0	0.387389756488408	0.873429298400879	0.437869228422642	0.13981104959765	0.245561867952347	0.156263183802366	0	0	10.765956642299	934.115364255105	4039.26634653186	0.41549665838367	0.140511402863923	0.41549665838367	0	0	0	0	0	0	0	0	0	0	0	0	18.4995933439337	0.242040301360897	11.0312363864704	12.1760437952231	0.16914518685424	3283.99001524233	8754.64199787406	29027.5106329366	1712.0637484411	1882.39403629564	-1961.69294896815	53785.7353012478	12519.3139890118	49005.9104550603	6872.82504144079	"FRASER RIVER AT WINTER PARK, CO."	24.66	"27"	1846	0.587	1084	45	"40"	"flow and dissolved-solids"	2.5
9025000	9025000	0	1.05669988370808	73.1601	71.3781	1.6227	0.0081	0	0	0	0	0	0	0	0	0	0	0.333909244844451	1.07375454902649	0.389087557792664	0.142180314599473	0.252634108066559	0.158195108175278	0	0.000110716087047448	9.95176341514528	895.001109453779	4079.19624893268	0.427413303152948	0.127889382327252	0.427413303152948	0	0	0	0	0	0	0	0	0	0	0	0	15.9383831881367	0.198943722908672	10.3059334266885	11.5753117582372	0.178668879544084	3319.37297007338	8162.90460209517	30840.3140869667	1509.31966733881	1669.85425885631	-2200.33072950852	49912.4768109745	12916.0269864337	45283.4669791859	10397.4510690559	"VASQUEZ CREEK AT WINTER PARK, CO"	14.85	"28"	634	0.668	423	29	"15"	"flow"	1
9025300	9025300	0	11.8523190969627	4.2783	4.2669	0.0099	0	0	0	0	0	0	0	0	0	0	0	0.384488457280779	0.597657918930054	0.41091500967741	0.133832432364148	0.185727402567863	0.14187902957201	0	0	10.1433080808081	635.496422558923	3971.6891270904	0.62814669378024	0.137367646027628	0.62814669378024	0	0	0	0	0	0	0	0	0	0	0	0	14.1472154618664	0.186852335918895	7.96267317747227	12.6760615974364	0.20442887064797	3276.86948119912	7225.19017403856	30400.412220348	1140.86588850728	1386.07981036889	-4882.88131272231	44777.8433554293	16946.9461256856	40286.6690636837	1031.19412776677	"ELK CREEK AT UPPER STATION, NEAR FRASER, CO"	2.28	"2"	40	0.668	27	12	"17"	"flow"	1
9025400	9025400	0.17274489456072	14.3860283881829	17.6993	16.875	0.7776	0	0	0	0	0	0.045	0	0	0	0	0	0.39403054461359	0.875072360038757	0.438399650156498	0.145620843001919	0.225235536694527	0.154886245727539	0	0	9.28224165988609	773.25081366965	3965.69737319388	0.518969676766878	0.137496963156735	0.518969676766878	0	0	0	0	0	0	0	0	0	0	0	0	8.34774598523928	0.132376886452686	6.34182352807291	12.5268389267636	0.203370203515644	3023.83443646474	6344.02560889149	30239.1205181622	1014.19317500779	1167.41330415398	-4482.11853544423	37553.9073931304	23613.9969302644	33659.6148158198	1961.96214703909	"ELK CREEK NEAR FRASER, CO."	4.02	"7"	115	0.668	76	19	"11"	"none"	1
9026500	9026500	0	0.851864389702029	85.2641	83.7522	1.5147	0	0	0	0	0	0	0	0	0	0	0	0.350418377651426	0.762560606002808	0.393082469701767	0.138587662630146	0.243971228599548	0.153395369648933	0	0	12.2996664626037	837.036235249414	4029.43787301395	0.610959360387314	0.248200590870014	0.610959360387314	0	0	0	0	0	0	0	0	0	0	0	0	17.2337379543453	0.187783451805462	9.36122847224033	12.8128593339754	0.186749977270805	3270.99496893589	7124.74270149871	31276.8334891567	1605.90921640303	1769.11137535295	-1956.76311554517	43820.4836641055	14055.5821677567	39742.9476257725	5095.11901866742	"ST. LOUIS CREEK NEAR FRASER, CO."	23.82	"32"	1567	0.668	1046	45	"32"	"flow"	1
9032000	9032000	0	3131.95227119967	51.6603	47.961	3.5865	0	0	0	0	0	0	0	0	0	0	0	0.417101670041036	0.79609227180481	0.458316594362259	0.135542633802492	0.231711775064468	0.151353515684605	0	0	7.67334788302052	847.01232649498	3995.64907605082	0.254336502110905	0.0180138326722841	0.254336502110905	0	0	0	0	0	0	0	0	0	0	0	0	23.897709835892	0.220997929284792	9.87460267889089	12.1195029427817	0.177958950436126	3185.40350327197	8286.16870444982	27401.5673798628	1248.42871754415	1436.32477277538	-1281.43600369447	48204.0577449227	24027.4508241569	43772.7657883659	11453.2645198814	"RANCH CREEK NEAR FRASER, CO."	13.92	"20"	453	0.668	302	22	"15"	"flow and dissolved-solids"	1
9032100	9032100	0	10.6530499243083	12.5422	11.1555	1.3194	0.0081	0	0	0	0	0	0	0	0	0	0	0.429727734089241	1.10229122638702	0.473278716206551	0.138405757821242	0.205059409141541	0.15673154219985	0	0	9.62595529920692	883.208074981976	4046.45764526279	0.293417422780692	0.0339414137870549	0.293417422780692	0	0	0	0	0	0	0	0	0	0	0	0	27.5264426154684	0.284540484935883	12.1135944787942	11.5514716217478	0.155717587521502	3314.71997765594	9707.41379871547	27621.3082053781	1868.43889578467	2010.20543214156	-261.665821887667	64211.7792137933	10051.8093662652	59177.9974557273	11211.242150938	"CABIN CREEK NEAR FRASER, CO."	7.97	"5"	171	0.668	114	15	"25"	"flow"	1
9033100	9033100	282.541977363416	5058.93960218519	170.2711	148.3245	17.1801	0.603	0	0	0	0	3.3318	0	0	0	0	0	0.434661621719597	1.51691138744354	0.467241451144218	0.145008640551535	0.279227375984192	0.159483000636101	0	0.00348326874026185	7.06231608468869	843.076572509109	3982.60555258459	0.197409895161305	0.0223161769672011	0.197409895161305	0	0	0	0	0	0	0	0	0	0	0	0	20.6365478627809	0.206882958953548	8.34213454683872	11.9300014223084	0.186022358865305	3038.2149039792	8013.47195423256	29639.6971213498	1140.3498146686	1260.96198711793	-101.22825200481	44868.3306655171	24853.6807087781	40846.2898591533	8747.09124456392	"RANCH CREEK BLW MEADOW CR NR TABERNASH, CO"	29.17	"65"	1525	0.742	1131	39	"17"	"none"	1
