"guageid"	"guage"	"ag_load"	"geo_load"	"sqkm"	"ec0_10.sqkm"	"ec10_25.sqkm"	"ec25_50.sqkm"	"ec50_75.sqkm"	"ec75_90.sqkm"	"ec90_100.sqkm"	"ec75_100F.sqkm"	"ec0_75F.sqkm"	"ec0_75N.sqkm"	"ec75_100N.sqkm"	"sprg.load"	"ec75q.pct"	"ec50q.pct"	"ec.ave"	"ec.max"	"ec.75q"	"kw.ave"	"kw.max"	"kw.75q"	"ec90q.pct"	"kw75q.pct"	"bg.ave"	"flen.ave"	"facc.ave"	"bgm75q.pct"	"bgm90q.pct"	"bgm75q30p.pct"	"ec75q_kw75q.pct"	"ec75q_facc75q.pct"	"ec75q_f500m.pct"	"ec75q_bgm75q30p.pct"	"ec75q_bgm75q.pct"	"ec75q_bgm75q_kw75q.pct"	"ec75q_bgm75q_facc75q.pct"	"ec75q_bgm75q_f500m.pct"	"ec90q_bgm90q40p_kw90q_facc90q_f500m.pct"	"ec75q_bgm75q30p_kw75q_facc75q_f500m.pct"	"ec75q_bgm75q_kw75q_facc75q_f500m.pct"	"ec50q_bgm75q30p_kw50q_facc50q_f1000m.pct"	"Brock.ave"	"sar.ave"	"rock.ave"	"fs.ave"	"awc.ave"	"elev.ave"	"ppt.ave"	"pptratio.ave"	"protind.ave"	"slp.ave"	"sness.ave"	"exc.ave"	"cwd.ave"	"mlt.ave"	"rch.ave"	"sitename"	"flow_cfs"	"drainarea_sqmi"	"mean_ds_tonyr"	"mean_sum_Dsparam"	"adj_mean_ds_tonyr"	"mean_ds_conc_mgL"	"yield_tonsqmi"	"detrend_status"	"upstrmFrac"	"ec0_10.pct"	"ec10_25.pct"	"ec25_50.pct"	"ec50_75.pct"	"ec75_90.pct"	"ec90_100.pct"	"ec0_75F.pct"	"ec75_100F.pct"	"ec0_75N.pct"	"ec75_100N.pct"	"sprg_load.persqkm"	"adj_mean_ds_tonyrsqkm"	"div_adj_load_tonsyr"	"div_adj_load_tonsyrsqkm"	"adj_yield_rf_logpre"	"adj_yield_rf_yield_log"	"adj_yield_rf_pre.nonlog"	"adj_yield_rf_pre.nonlog_m"	"adj_yield_rf_yield.nonlog"	"adj_yield_rf_yield.nonlog_m"	"rf_oob_logyield"	"rf_oob_logyield.nonlog"	"rf_oob_logyield.nonlog_m"	"folds"	"lmcvpredpre"	"lmcvpred"	"lmcvpred.nonlog"	"lmcvpred.nonlog_m"	"adj_yield_rf_diff"	"adj_yield_rf_cv_lm_diff"	"adj_yield_rf_lm_resid"
9010500	9010500	0	562.1675570938	139.2452	125.1981	11.7477	1.1709	0	0	0	0	0	0	0	0	0	0	0.297677609974477	1.19421124458313	0.337095320224762	0.148208272815769	0.262298583984375	0.160049334168434	0	0.000917805425249847	12.1458638777571	1016.82391424755	4116.46663302485	0.458489053841712	0.271786747406733	0.458838078440047	0	0	0	0	0	0	0	0	0	0	0	0	19.6180704085184	0.211924793060555	9.12748021723167	12.4490723629033	0.157135179047435	3215.52167173163	8476.54330683223	25661.5256328423	1659.3633261813	1784.58475182943	1264.49016078183	59923.4183314095	12406.4666835691	55369.1025328816	4747.60320374663	"COLORADO RIVER BELOW BAKER GULCH NR GRAND LAKE, CO"	87.85	"63"	3945	0.609	2404	28	"38"	"flow and dissolved-solids"	1.1976027645864	0.899119682401979	0.0843670015196215	0.00840890745246515	0	0	0	0	0	0	0	0	17.2645089381896	2879.03704606571	20.6760236336025	2.74387756107911	2.63287666771673	15.5471534047393	14.1041403192186	13.9137375874299	12.6223304156808	2.5576103135418	12.9049416743225	11.7071661575354	1	2.66171005343639	2.53172451349134	12.5751735048291	11.4080055064333	0.215776220102115	0.3169283743275	0.215776220102167
9022000	9022000	0	4.44725362018253	27.2482	26.6337	0.5319	0	0	0	0	0	0	0	0	0	0	0	0.35608074809095	0.750144004821777	0.409023813903332	0.139283320048255	0.229612067341805	0.15497263148427	0	0	12.085078187119	957.971773124834	4018.20961345932	0.51390917565197	0.233619101445233	0.51390917565197	0	0	0	0	0	0	0	0	0	0	0	0	19.0739747500516	0.260472854574673	12.6788172027081	12.190585108815	0.169155559885142	3417.42700230902	9688.33183936052	28277.2545931179	1778.44412560384	1984.4989279798	-1482.12354054698	64111.9507305712	6270.1397546072	58825.6010150763	10556.7062849923	"FRASER RIVER AT UPPER STA, NEAR WINTER PARK, CO."	14.48	"10"	1292	0.542	700	49	"67"	"flow and dissolved-solids"	1	0.977448051614419	0.019520555486234	0	0	0	0	0	0	0	0	0	25.6897703334532	700	25.6897703334532	3.00755646947473	2.95747808710006	20.2378875613674	18.3595027655084	19.2493652680154	17.4627304258296	2.64675517848077	14.1081857486598	12.7987308202696	6	2.67497423943552	2.54805336447332	12.7821972692628	11.5958143063449	0.288614784061695	0.698039506688434	0.288614784061697
9024000	9024000	0	6.25221599950054	71.5522	67.9671	3.4389	0	0	0	0	0	0	0	0	0	0	0	0.387389756488408	0.873429298400879	0.437869228422642	0.13981104959765	0.245561867952347	0.156263183802366	0	0	10.765956642299	934.115364255105	4039.26634653186	0.41549665838367	0.140511402863923	0.41549665838367	0	0	0	0	0	0	0	0	0	0	0	0	18.4995933439337	0.242040301360897	11.0312363864704	12.1760437952231	0.16914518685424	3283.99001524233	8754.64199787406	29027.5106329366	1712.0637484411	1882.39403629564	-1961.69294896815	53785.7353012478	12519.3139890118	49005.9104550603	6872.82504144079	"FRASER RIVER AT WINTER PARK, CO."	24.66	"27"	1846	0.587	1084	45	"40"	"flow and dissolved-solids"	2.5	0.949895321178105	0.0480614153023946	0	0	0	0	0	0	0	0	0	15.1497787629171	2710	37.8744469072929	2.75241385441562	2.64338525541592	15.6804365293321	14.2250527359487	14.0607222671606	12.7556726741463	2.81579253577121	16.7064109632576	15.155801086036	1	2.773896675138	2.66983164106456	14.4375382995989	13.0975144285616	0.0746006733250493	0.0481542876764105	0.0746006733250519
9025000	9025000	0	1.05669988370808	73.1601	71.3781	1.6227	0.0081	0	0	0	0	0	0	0	0	0	0	0.333909244844451	1.07375454902649	0.389087557792664	0.142180314599473	0.252634108066559	0.158195108175278	0	0.000110716087047448	9.95176341514528	895.001109453779	4079.19624893268	0.427413303152948	0.127889382327252	0.427413303152948	0	0	0	0	0	0	0	0	0	0	0	0	15.9383831881367	0.198943722908672	10.3059334266885	11.5753117582372	0.178668879544084	3319.37297007338	8162.90460209517	30840.3140869667	1509.31966733881	1669.85425885631	-2200.33072950852	49912.4768109745	12916.0269864337	45283.4669791859	10397.4510690559	"VASQUEZ CREEK AT WINTER PARK, CO"	14.85	"28"	634	0.668	423	29	"15"	"flow"	1	0.975642460849562	0.0221801227718387	0.000110716087047448	0	0	0	0	0	0	0	0	5.78184010136673	423	5.78184010136673	2.14914165963423	1.90072816580632	8.577492828216	7.781370601217	6.69076465494278	6.06975959389546	2.91477984447165	18.4447512417648	16.7327968596251	9	3.00036776774817	2.94862844949285	19.079766910083	17.3088733835843	-0.146006177148914	-1.19390646083544	-0.146006177148912
9025300	9025300	0	11.8523190969627	4.2783	4.2669	0.0099	0	0	0	0	0	0	0	0	0	0	0	0.384488457280779	0.597657918930054	0.41091500967741	0.133832432364148	0.185727402567863	0.14187902957201	0	0	10.1433080808081	635.496422558923	3971.6891270904	0.62814669378024	0.137367646027628	0.62814669378024	0	0	0	0	0	0	0	0	0	0	0	0	14.1472154618664	0.186852335918895	7.96267317747227	12.6760615974364	0.20442887064797	3276.86948119912	7225.19017403856	30400.412220348	1140.86588850728	1386.07981036889	-4882.88131272231	44777.8433554293	16946.9461256856	40286.6690636837	1031.19412776677	"ELK CREEK AT UPPER STATION, NEAR FRASER, CO"	2.28	"2"	40	0.668	27	12	"17"	"flow"	1	0.997335390225089	0.00231400322558025	0	0	0	0	0	0	0	0	0	6.31091788794615	27	6.31091788794615	1.98647132750474	1.70047316239299	7.28976513080324	6.6131636848488	5.47653807063174	4.96823176570616	2.24059658994333	9.39893692639086	8.5265721518443	8	2.34875784903902	2.1464652966483	8.55456703645333	7.76057267277749	0.141807969182647	-0.304184165072665	0.14180796918265
9025400	9025400	0.17274489456072	14.3860283881829	17.6993	16.875	0.7776	0	0	0	0	0	0.045	0	0	0	0	0	0.39403054461359	0.875072360038757	0.438399650156498	0.145620843001919	0.225235536694527	0.154886245727539	0	0	9.28224165988609	773.25081366965	3965.69737319388	0.518969676766878	0.137496963156735	0.518969676766878	0	0	0	0	0	0	0	0	0	0	0	0	8.34774598523928	0.132376886452686	6.34182352807291	12.5268389267636	0.203370203515644	3023.83443646474	6344.02560889149	30239.1205181622	1014.19317500779	1167.41330415398	-4482.11853544423	37553.9073931304	23613.9969302644	33659.6148158198	1961.96214703909	"ELK CREEK NEAR FRASER, CO."	4.02	"7"	115	0.668	76	19	"11"	"none"	1	0.953427536682242	0.0439339408903177	0	0	0	0	0.00254247343115264	0	0	0	0	4.29395512816891	76	4.29395512816891	1.79376035332844	1.46323668364318	6.01201732322849	5.45401037224854	4.31991913634936	3.91896471853012	2.35708018485145	10.5600729336663	9.57993701870907	4	2.42018191597246	2.23439175859321	9.34079866347689	8.47383000691863	-0.00602843413198895	-0.777183509082021	-0.00602843413198664
9026500	9026500	0	0.851864389702029	85.2641	83.7522	1.5147	0	0	0	0	0	0	0	0	0	0	0	0.350418377651426	0.762560606002808	0.393082469701767	0.138587662630146	0.243971228599548	0.153395369648933	0	0	12.2996664626037	837.036235249414	4029.43787301395	0.610959360387314	0.248200590870014	0.610959360387314	0	0	0	0	0	0	0	0	0	0	0	0	17.2337379543453	0.187783451805462	9.36122847224033	12.8128593339754	0.186749977270805	3270.99496893589	7124.74270149871	31276.8334891567	1605.90921640303	1769.11137535295	-1956.76311554517	43820.4836641055	14055.5821677567	39742.9476257725	5095.11901866742	"ST. LOUIS CREEK NEAR FRASER, CO."	23.82	"32"	1567	0.668	1046	45	"32"	"flow"	1	0.982268035433436	0.0177648037098849	0	0	0	0	0	0	0	0	0	12.2677656833298	1046	12.2677656833298	2.50860704977414	2.34324735161667	12.2878018375539	11.1473063151729	10.4150028839528	9.44833168337801	2.51101451141878	12.3174198870287	11.174175357685	3	2.51492720878805	2.35102777136706	10.4963520329827	9.5221303899899	0.163727794626533	0.155947374876143	0.163727794626535
9032000	9032000	0	3131.95227119967	51.6603	47.961	3.5865	0	0	0	0	0	0	0	0	0	0	0	0.417101670041036	0.79609227180481	0.458316594362259	0.135542633802492	0.231711775064468	0.151353515684605	0	0	7.67334788302052	847.01232649498	3995.64907605082	0.254336502110905	0.0180138326722841	0.254336502110905	0	0	0	0	0	0	0	0	0	0	0	0	23.897709835892	0.220997929284792	9.87460267889089	12.1195029427817	0.177958950436126	3185.40350327197	8286.16870444982	27401.5673798628	1248.42871754415	1436.32477277538	-1281.43600369447	48204.0577449227	24027.4508241569	43772.7657883659	11453.2645198814	"RANCH CREEK NEAR FRASER, CO."	13.92	"20"	453	0.668	302	22	"15"	"flow and dissolved-solids"	1	0.928391821185707	0.0694246839449248	0	0	0	0	0	0	0	0	0	5.84588165380379	302	5.84588165380379	2.08913169379838	1.82685301133914	8.07789802928011	7.32814582343899	6.21429952430706	5.63751769824062	2.60354641546422	13.5115708110907	12.2574908532509	7	2.65889601449129	2.52826029619259	12.5316857402627	11.368554070042	-0.0611155888160329	-0.762522873669487	-0.0611155888160305
9032100	9032100	0	10.6530499243083	12.5422	11.1555	1.3194	0.0081	0	0	0	0	0	0	0	0	0	0	0.429727734089241	1.10229122638702	0.473278716206551	0.138405757821242	0.205059409141541	0.15673154219985	0	0	9.62595529920692	883.208074981976	4046.45764526279	0.293417422780692	0.0339414137870549	0.293417422780692	0	0	0	0	0	0	0	0	0	0	0	0	27.5264426154684	0.284540484935883	12.1135944787942	11.5514716217478	0.155717587521502	3314.71997765594	9707.41379871547	27621.3082053781	1868.43889578467	2010.20543214156	-261.665821887667	64211.7792137933	10051.8093662652	59177.9974557273	11211.242150938	"CABIN CREEK NEAR FRASER, CO."	7.97	"5"	171	0.668	114	15	"25"	"flow"	1	0.889437259810879	0.105196855416115	0.000645819712650093	0	0	0	0	0	0	0	0	9.08931447433465	114	9.08931447433465	2.48764501510188	2.31744207864593	12.0329054167304	10.9160681719211	10.1496789926313	9.20763389801372	2.99960097337374	20.077523857972	18.2140232609381	8	2.88490732238562	2.8064910875197	16.5517376044894	15.0154837752769	-0.110342588665152	-0.599391597538918	-0.11034258866515
9033100	9033100	282.541977363416	5058.93960218519	170.2711	148.3245	17.1801	0.603	0	0	0	0	3.3318	0	0	0	0	0	0.434661621719597	1.51691138744354	0.467241451144218	0.145008640551535	0.279227375984192	0.159483000636101	0	0.00348326874026185	7.06231608468869	843.076572509109	3982.60555258459	0.197409895161305	0.0223161769672011	0.197409895161305	0	0	0	0	0	0	0	0	0	0	0	0	20.6365478627809	0.206882958953548	8.34213454683872	11.9300014223084	0.186022358865305	3038.2149039792	8013.47195423256	29639.6971213498	1140.3498146686	1260.96198711793	-101.22825200481	44868.3306655171	24853.6807087781	40846.2898591533	8747.09124456392	"RANCH CREEK BLW MEADOW CR NR TABERNASH, CO"	29.17	"65"	1525	0.742	1131	39	"17"	"none"	1	0.871107897934529	0.100898508319967	0.00354141131407503	0	0	0	0.0195676189323966	0	0	0	0	6.64234858411087	1131	6.64234858411087	2.15815782538956	1.9118274995353	8.65517861301283	7.85184595969961	6.76544134887456	6.13750515106402	2.59743427894278	13.4292381163261	12.1827998889574	5	2.56948392454825	2.4181897126858	11.225519494441	10.1836199839294	-0.0183618961585772	-0.524724109309083	-0.0183618961585748
